rating,title,date,location
FALSE," An American scientist claims that Covid-19 vaccines pose safety concerns, including sterilization and changes to DNA.",2021/05/11 , United States
FALSE, A new medical study proved that the spike protein produced by the COVID-19 vaccines caused damage to blood vessels and leads to throbosis.,2021/05/10 , Greece
FALSE," The vaccination spot is magnetic; therefore, vaccines have microchips and metals.",2021/05/10 , Ukraine
FALSE," Gollan: “Pfizer sold 10 million to Chile, but delivered 30 thousand vaccines until today”.",2021/05/10 , Argentina
FALSE," Those who have received an injection for COVID – which is falsely called a vaccine because it is not a vaccine but an experimental gene therapy – will be treated as they used to be treated for leprosy. There are data that those who received the injection, whether produced by Pfizer, Moderna, AstraZeneca, etc., become a vector of infection, ie. by infect them they infect those who have not received a vaccine. This process in medicine is called “mitigation” if it is a real vaccine. It is not known how these injections today, which we repeat are NOT VACCINES, affect us who have not received a dose.",2021/05/10 , North Macedonia
FALSE," Mariah Carey as our Venko Filipce received a fake vaccine. Twice with the same lie you can only deceive a fool, so now you decide which group you belong to …",2021/05/10 , North Macedonia
FALSE, Vaccines and medicines produce disease and collapse the immune system.,2021/05/10 , Turkey
FALSE," Good morning to everyone . You are witnessing the great awakening of humanity, the greatest turning point in the history of our existence. Covid is a scam. Refuse vaccines. The best is yet to come Q. Forward Trump and Q, we support you.",2021/05/10 , North Macedonia
FALSE, Insurance policies are ‘null and void’ if you receive a Covid-19 vaccine.,2021/05/10 , Ireland
FALSE," Coronavirus vaccines and masks contain a substance called hydrogel, which digs into a microchip in the human body, penetrates the brain, and connects humans to a quantum computer.",2021/05/10 , Georgia
FALSE," According to the Johns Hopkins University, COVID-19 vaccines have been designed in such a way that vaccinated people can transmit it to other people they come in contact with.",2021/05/09 , Greece
FALSE, The COVID-19 vaccine “will make the common cold/flu extremely lethal.”,2021/05/09 , United States
FALSE," More people, according to VAERS, have died after getting the [COVID-19] shot […] than from all the other vaccines combined over more than a decade.",2021/05/08 , United States
FALSE," A 2-year-old toddler died during the Pfizer vaccine tests on children, in the United States.",2021/05/07 , Brazil
FALSE," Soberana 2, a vaccine against COVID-19 developed in Cuba, was given an “excellence certificate” by the WHO.",2021/05/07 , Brazil
FALSE," 3 claims by Dr. Vernon Coleman: 1. “Great Reset” and “Agenda 21” is a scenario plotted by the “evil elite” to achieve depopulation and seize total power; 2. The coronavirus vaccine is a dangerous, experimental gene therapy; 3. COVID-19 vaccines have not been created to prevent virus transmission, while vaccinated people pose a threat to unvaccinated people, because vaccines do not reduce virus transmission.",2021/05/07 , Georgia
FALSE," Vaccines have only 3 functions: – to kill you, – to make you sterile or – to make you a lifelong client / patient of the pharmaceutical mafia.",2021/05/07 , North Macedonia
MISLEADING," After years of developing the vaccines against HIV and cancer, there is no success. Yet, Covid-19 vaccine was developed quickly. It implies that COVID-19 vaccines are not effective.",2021/05/07 , Ukraine
Missing context, Fox News host Tucker Carlson claims US government figures show the “apparent death rate” from Covid-19 vaccines.,2021/05/07 , United States
FALSE," There have been more than 4,000 deaths in the US from the COVID-19 vaccines.",2021/05/07 , Greece
FALSE," Leonardo González Bayona, a member of the denial group ‘Doctors for Truth’ in Argentina, says that COVID-19 vaccines have not been tested on animals.",2021/05/07 , Spain
FALSE, 5.6 ml of poison is mixed per 20 ml of coronavirus vaccine,2021/05/07 , India
MISLEADING, The SPI-M-O prognosis shows that the third wave of COVID-19 will result in hospitalization and death of 60-70% of people who receive both doses of the vaccine.,2021/05/07 , Georgia
MISLEADING, The Pfizer vaccine overtook AstraZeneca in mortality and side effects.,2021/05/07 , Georgia
MISLEADING, J&J adds blank instructions to the vaccine packages.,2021/05/07 ," Ukraine, United States"
FALSE, Women should avoid receiving the Covid-19 vaccine on specific dates during their menstrual cycle.,2021/05/06 , India
FALSE, Former Pfizer Employee Mike Yeadon Statements About SARS-CoV-2 Variants and COVID-19 Vaccines,2021/05/06 , Spain
FALSE, Video of Indian villagers rejecting vaccines and throwing stones at health personnel,2021/05/06 , Spain
MISSING CONTEXT," More than 3,000 Americans have died after getting COVID-19 vaccines.",2021/05/06 , United States
Missing context," Several Israeli women reported irregular menstruation and abnormal bleeding after receiving the Pfizer vaccine against KOVID19. Thousands of other women also reported irregularities in their menstrual cycle after receiving the coronavirus vaccine, according to research from the University of Illinois. Such testimonies are shared daily in groups on social networks whose members share their experience after receiving a vaccine against the SARS-COV-2 virus. Although top experts have warned of a possible link between mRNA vaccines and female fertility, the mainstream media is once again silent on these side effects.",2021/05/06 , North Macedonia
FAŁSZ, Politician Anna Wasilewska died after the vaccine against the COVID-19.,2021/05/06 , Poland
FALSE, Inhabitants of a village in India expel staff who administer vaccines after the increase in deaths as a result of the use of these drugs.,2021/05/06 ," Spain, Europe, Asia, India"
FALSE," After the COVID-19 vaccine, people become infected",2021/05/06 , Ukraine
MISLEADING, Australian government classified the COVID-19 vaccine as poison.,2021/05/06 ," Ukraine, Australia"
No Evidence," None of the vaccines work against the South African, Brazilian and Indian strains",2021/05/06 , Georgia
FAUX, People vaccinated could “shed” or “expel” the vaccine.,2021/05/06 , Canada
Missing context," More than 3,000 Americans have died after getting COVID-19 vaccines.",2021/05/06 , United States
MISLEADING, RBI governor said all of India will only receive vaccines by the end of 2022,2021/05/05 , India
FALSE," We are not giving you our children !!! 1) Children will not learn (without books) globalist-satanic improvisations and LGBT indoctrination at the cost of not going to school. 2) You will not inject genetic modulators and trans humanistic sequences (falsely called vaccines) into their bodies, even at the cost of treating them ourselves.",2021/05/05 , North Macedonia
FALSE," The first vaccine turns off the white blood cells (immune system) and with it completely turns off the human immune system and this creates an immune deficiency. The second vaccine overwhelms the body with deadly toxins, ie. the second vaccine introduces various light and heavy metals into the human body. At this stage, the toxins are distributed in the body, but the person does not feel sick, because the immune system does not fight it. A third vaccine re-activates the immune system, which triggers the immune system to create an explosive course of the disease. The release of the immune system provokes a powerful attack of toxins that kill humans. This effect is known as cytokine bursting when the immune system is so shaken that it sends too many antibodies to infected parts. Thus the body kills itself.",2021/05/05 , North Macedonia
FALSE, New scientific study: Pfizer vaccine confirmed to cause neurodegenerative diseases!,2021/05/05 , North Macedonia
MISLEADING, The COVID-19 vaccine by Bharat Biotech has been approved for children above 12 years.,2021/05/05 , India
FALSE, Pfizer vaccine causes «long-term neurological disorders»,2021/05/05 , Ukraine
No Evidence, The vaccine became the cause of death of a 67-year-old.,2021/05/05 , Georgia
MISLEADING," According to an Israeli study, people inoculated with the Phizer-BioNTech vaccine are more vulnerable to coronavirus strains B.1.351 and B.1.1.7.",2021/05/05 ," Ukraine,Israel"
FALSE," Nearly 8,000 deaths and more than 330,000 adverse reactions caused by the covid-19 vaccines from Pfizer, Moderna, AstraZeneca and Janssen have been reported to the EudraVigilance drug side effect monitoring system in countries of the European Economic Area.",2021/05/05 ," Spain, Europe, Asia, India"
FALSE, Vaccines are experimental.,2021/05/05 , Georgia
Misleading, COVID-19 survival is over 99.9% so “why are they insisting that children get this experimental treatment?”; “mRNA vaccines are not vaccines but an mRNA treatment.”,2021/05/05 , United States
FALSE, The forensic expert who performed the autopsy on the teacher who died in Marbella (Spain) after receiving the Astrazeneca vaccine says he was pressured by the government and received bribes.,2021/05/05 , Spain
FALSE, Isreal found catastrophic effects of Pfizer vaccine.,2021/05/05 ," Ukraine, Israel"
partly false," It is not known whether the Chinese vaccines that arrived in the country are from Sinopharm or from Sinovac. As is well known, the effectiveness of the second type of vaccine is barely 50.7 percent against infection and 78 percent against the severe forms of the disease (pneumonia). In other words, one in 4-5 people vaccinated with this vaccine will get pneumonia, with a chance of ending up in the hospital, which is worrying.",2021/05/04 , North Macedonia
FALSE, Pfizer admitted through an official document that the spike protein of SARS-CoV-2 that is synthesized by the instructions contained in their mRNA vaccine can be transmitted to others. They also admit that there is documentation proving that this protein can cause thrombosis.,2021/05/04 , Greece
FALSE," COVID vaccinations are fake, vaccines have been dumped on the floor.",2021/05/03 , Ukraine
FALSE, COVID-19 vaccine “shedding” causes reproductive issues in unvaccinated people,2021/05/03 , United States
FALSE, An infographic that carries the logo of the US Centers for Disease and Control and Prevention (CDC) warns refusing the coronavirus vaccine “is a form of racism” because it “harms people of color.”,2021/05/03 , Australia
MISSING CONTEXT, Japan refuses blood donations from any who receive COVID-19 vaccine.,2021/05/03 , United States
Missing context, Japan refuses blood donations from any who receive COVID-19 vaccine.,2021/05/03 ," United States, Japan"
FALSE, COVID-19 vaccines killed people; COVID-19 has a “99.97% survival rate.”,2021/05/03 , United States
FALSE, COVID-19 vaccine “shedding” causes reproductive issues in unvaccinated people.,2021/05/03 , United States
FALSE," If you die within 20 days of testing positive for [COVID-19] (no matter what other factors were involved) you’ll be counted as a COVID death. However, if you drop dead within 24 hours of taking the vaccine it has nothing to do with it.",2021/05/03 , United States
FALSE," According to a VAERS report, a 2-year-old child died after getting the second dose of the Pfizer/BioNTech vaccine for the COVID-19 as part of the clinical trials for use of the vaccine children.",2021/05/03 , Greece
FALSE," In reality, the nurse that supposedly administered the COVID-19 vaccine to Anthony Hopkins emptied the contents of the vaccine on the ground.",2021/05/02 , Greece
FALSE, The greek Prime Minister Kiriakos Mitsotakis stated that by May 1st 2021 more than 3 million greek citizens had gotten vaccinated with at least one dose of a COVID-19 vaccine.,2021/05/01 , Greece
FALSE, The “Center Territorial d’Information Pharmaceutique d’Avis” (CTIAP) made an official demand to stop the use of the 4 approved COVID-19 vaccines in Europe due to the fact that none of the are safe or effective.,2021/05/01 , Greece
FALSE," People in India do not die from coronavirus, the pandemic is staged in India, people are dying from vaccines rejected by other countries.",2021/05/01 ," Georgia, India"
FALSE," If you get the COVID-19 vaccine, you can’t donate blood or plasma “because it’s completely tainted.”",2021/04/30 , United States
FALSE, Research shows BioNTech vaccine ineffective against South African variant.,2021/04/30 ," Turkey, South Africa"
FALSE, False claims of a Uruguayan doctor about chinstraps and vaccines (II),2021/04/30 , Argentina
FALSE, Moderna’s COVID-19 vaccine contains “Luciferin dissolved with 66.6 ml of distilled phosphate buffer solution.”,2021/04/30 , United States
FALSE, The scientific director of Moderna said that mRNA vaccines change DNA,2021/04/29 , Colombia
FALSE, the American Red Cross is not accepting plasma donations from people who received COVID-19 vaccines.,2021/04/29 , United States
FALSE, Pastor Huang of River of Life Christian Church died after receiving the COVID-19 vaccine. More than 20 Chinese experienced myocarditis after their COVID jabs.,2021/04/29 , Taiwan
FALSE," Anthony Patch predicted the coronavirus pandemic back in 2014. The spread of coronavirus will increase the demand for vaccines, while vaccines will enable DNA altering that will ultimately bring us closer to the zombie apocalypse. Since 2011, the Pentagon has been preparing for the zombie apocalypse.",2021/04/29 ," Georgia, United States"
FALSE," COVID-19 vaccines have officially killed 10,000 people in Europe and the U.S. according to Eudravigilance and VAERS data",2021/04/28 ," Spain, United States"
FALSE, Coronavac vaccine is ineffective and will now need a third dose.,2021/04/28 , Brazil
FALSE," After introducing age restrictions on the AstraZeneca vaccine, it proved 0% effective for those over 70 and only 8-10% effective for those aged 60-70.",2021/04/28 , Georgia
NO EVIDENCE, Pfizer vaccine causes neurodegenerative illnesses.,2021/04/28 , Ukraine
FALSE, Two-year-old child died after Pfizer vaccine – reported by VAERS,2021/04/28 , Ukraine
FALSE, “Vaccine herd immunity doesn’t exist”,2021/04/28 , United States
MISLEADING, A video shows Bill Gates speaking about the COVID-19 vaccines as genetically modified organisms.,2021/04/28 , Georgia
FALSE, Microsoft includes chip into Pfizer’s Covid-19 vaccine,2021/04/27 ," Indonesia, Philippines, United States"
FALSE, Regulation of the Official State Gazette specifies that vaccines against COVID-19 are organisms of genetic modification,2021/04/27 , Spain
FALSE," Don’t take the vaccine before and after 5 days of your periods because immunity will be very less during periods. Dosage of vaccine first decreases immunity, later it builds immunity so, there is a high risk of attack for one who vaccinated during periods.",2021/04/27 , India
FALSE, There is a greater risk of dying from the AstraZeneca vaccine than from COVID-19,2021/04/27 , Mexico
FALSE, A video purported to be Indian nurses pricking patients’ arms with needles but not injecting vaccine into patients.,2021/04/27 , Taiwan
No Evidence, COVID-19 vaccines cause menstrual problems in women; vaccinated people are causing health problems in unvaccinated people around them,2021/04/27 , United States
MISLEADING, Doctors get free internet connection for poisoning people with vaccines.,2021/04/27 , Ukraine
FALSE, A person died in Georgia by getting a Pfizer vaccine.,2021/04/27 , Georgia
FALSE, Visa-free travel between Ukraine and the EU is canceled. Vaccines used in Ukraine are not accepted in the EU.,2021/04/27 , Ukraine
FALSE, Doctors and nurses will be charged with “war crimes” for put the vaccine,2021/04/27 , Colombia
MISLEADING," Survival rates for COVID-19 are so high, you don’t need “dangerous vaccine.”",2021/04/27 , United States
Misleading," Survival rates for COVID-19 are so high, you don’t need “dangerous vaccine.”",2021/04/27 , United States
FALSE, A two-year-old girl has died in Virginia (USA) after receiving the second dose of Pfizer’s vaccine against COVID-19,2021/04/26 , Spain
FALSE," A video by Chinda Brandolino spreading false information about COVID-19 death diagnoses, testing, and vaccine safety.",2021/04/26 , Argentina
FALSE, Great Britain: from 9 December 2020 to 15 April 2021 with a total of 626 087 injured by vaccines and 847 dead.,2021/04/26 , North Macedonia
FALSE, “Pfizer [COVID-19] vaccine confirmed to cause neurodegenerative diseases”,2021/04/26 , United States
Falso, A poster circulating on social networks threatens health workers with which they may go to trial for war crimes for not informing patients about vaccines.,2021/04/26 , Colombia
FALSE, The second dose of COVID-19 vaccines are lethal.,2021/04/26 , Philippines
FALSE, It is important for girls/women not to take the corona vaccine until 5 days before and after their period.,2021/04/26 , India
FALSE, Two nuns from a Kentucky covent have died from anticovid-vaccine.,2021/04/26 , France
FALSE, Vaccine registration for people above 18 years begins from April 24.,2021/04/25 , India
FALSE," It is false that 864 thousand vaccines arrived in the country, donated by Denmark, through an agreement between Máxima and Macri with the ONU",2021/04/25 , Argentina
FALSE, Vaccine herd immunity doesn’t exist because 100% of the population would have to be vaccinated for it to work.,2021/04/25 , United States
FALSE, India is administering empty syringes in the name of vaccine,2021/04/25 , India
FALSE, Women should not take COVID 19 vaccine 5 days before or after their periods due to low immunity.,2021/04/24 , India
FALSE," An American physician and anti-vaccination advocate claims in a video viewed more than 169,000 times that widely used Covid-19 vaccines have not been properly tested and pose long-term health risks.",2021/04/24 , United States
FALSE, Mariah Carey received a “fake” vaccine.,2021/04/24 , Ukraine
FALSE, Two-year-old girl who had received Pfizer vaccine just six days earlier dies,2021/04/24 ," Spain, United States"
FALSE," All of the vaccines from COVID-19 turned out to be dangerous, many people refused to use them.",2021/04/24 , Ukraine
MISLEADING," Flu is not eradicated, even though there is a vaccine.",2021/04/23 , Ukraine
MISLEADING, European Commission is preparing an investigation against AstraZeneca because of the vaccines’ side effects.,2021/04/23 , Ukraine
FALSE, Brazilian President Bolsonaro secretly built a 5G technology and vaccine factory.,2021/04/23 , Brazil
FALSE, The number of deaths in the UK has raised due to vaccination ; all countries which have massive vaccination campaign are facing a health disaster ; ivermectine and hydroxychloroquine have very good results against covid-19 ; vaccines are still experimental and classical ones do not work against covid-19 ; healthworkers and teachers in Italie are forced to get vaccinated ; EMA has counted thousands of deaths due to covid-vaccines ; vaccine against the flue is useless.,2021/04/23 , France
FALSE, COVID vaccines are experimental and their testing will be finished in 2023.,2021/04/22 , Georgia
FALSE," There is no trial of Covid-19 vaccine in successful animals, because all animals used dead",2021/04/22 ," Indonesia, United Kingdom"
FALSE, 60% of new COVID-19 patients are people who received the vaccine.,2021/04/22 , United States
FALSE, Pfizer vaccine is confirmed to cause neurodegenerative diseases such as Alzheimer. It also integrated into human genome.,2021/04/22 , Taiwan
FALSE, Vernon Coleman Says COVID-19 Vaccines Are “Weapons of Mass Destruction”,2021/04/22 , Spain
FALSE, COVID vaccines are experimental and they are not secure,2021/04/22 , Colombia
FALSE," Clay paste, magnesium chloride and grapefruit seed can help neutralize vaccine in case of forced injection",2021/04/21 , Belgium
FALSE, Info about COVID-19 vaccines causes infertility and cancer.,2021/04/21 , Poland
FALSE," It’s illegal for a college, public school or employer to “mandate” the vaccine because it was authorized for emergency use.",2021/04/21 , United States
Misleading, “Herpes infections may be a side effect of a COVID-19 vaccine”,2021/04/21 , United States
FALSE, COVID-19 was produced in the lab by biologists working on the AIDS vaccine.,2021/04/21 , Turkey
FALSE, More people in the US have died from COVID-19 vaccines in 2021 than from other vaccines in the previous decade,2021/04/21 , Spain
Misleading," 3,005 “Covid vaccine deaths” since December 1, 2020.",2021/04/20 , United States
NO EVIDENCE," Pfizer vaccine contains live organisms, possibly Morgellons.",2021/04/20 , Ukraine
FALSE," In Israel, there were “killed” 40 times more elderly by the Pfizer vaccine than the coronavirus",2021/04/20 ," Ukraine, Israel"
FALSE, Pfizer announced that there is a microphin inside Covid-19 vaccine,2021/04/20 , Italy
FALSE, Cuba’s Soberana 02 vaccine against COVID-19 has received “category of excellence” from WHO,2021/04/20 ," Spain, Cuba"
FALSE, Anthony Fauci allowed vaccine manufacturers to skip animal trials and to go directly to human trials.,2021/04/20 ," Georgia, United States"
FALSE, Danish government officials were poisoned to death because they announced a ban on using the AstraZeneca’s Covid-19 vaccine,2021/04/20 ," Indonesia, United Kingdom"
FALSE, More people have died from the COVID-19 vaccine than from other vaccines over the last decade,2021/04/19 ," Spain, United States"
FALSE," A Facebook post claims that vaccines do not protect, do not prevent coronavirus transmission and are experimental.",2021/04/19 , North Macedonia
FALSE, t Pfizer has announced an “upgrade” to its Covid-19 vaccine that includes a “Microsoft chip for reduced symptoms”.,2021/04/19 , New Zealand
Partly False," Albert Bourla, CEO of pfizer, does not want to give his own vaccine",2021/04/19 ," Colombia, Argentina, Paraguay, Mexico"
FALSE," People says that Mike Yeadon – ex-worker of Pfizer – told that vaccine against COVID-19 will kill 0,8% people after first injection and other people will died within 2 or 3 years.",2021/04/19 ," Poland, United States"
FALSE, Singer Miguel Bosé makes numerous false or unproven claims about the COVID-19 pandemic and the vaccine,2021/04/19 , Spain
FALSE," Doctor Fu, who works at Taichung Veterans General Hospital forced and cheated a 70-year-old into getting AstraZeneca vaccine on April 16.",2021/04/19 , Taiwan
FALSE, The WHO awarded the “category of excellence” to the Cuban Sovereign 2 vaccine,2021/04/19 , Colombia
Misleading, Covid-19 vaccine increases deadly lymphocyte white blood cells for humans,2021/04/19 , Indonesia
FALSE, Prominent immunologist and commentator on the Covid-19 pandemic Professor Luke O’Neill refused to take a vaccine because he is in some way opposed to them.,2021/04/18 , Ireland
FALSE, Sportsman Marcin Najman says that vaccine against COVID-19 contain fetal cells. He compared using vaccines to cannibalism.,2021/04/18 , Poland
FALSE, The Pfizer/BioNTech vaccine for the COVID-19 contains potassium chloride which can induce cardiac arrest.,2021/04/18 , Greece
FALSE, There are deadly ingredients in vaccine against COVID-19,2021/04/17 , Ukraine
FALSE, Information on suspected reactions to Covid-19 vaccines is being hidden.,2021/04/16 , Ireland
MISLEADING," Instead of buying necessary medicine, Ukraine spends millions on vaccines.",2021/04/16 , Ukraine
FALSE, Everyone who receive the mRNA vaccine from COVID-19 will die during 5 years,2021/04/16 , Ukraine
FALSE, Philippine Health Secretary Francisco Duque III is restricting private companies from directly procuring COVID-19 vaccines from the manufacturers.,2021/04/16 , Philippines
Misleading, Covid-19 precautions mean vaccines are ineffective,2021/04/16 , United States
FALSE, Medical authorities are going door-to-door to force people to get Covid-19 vaccines in Ontario.,2021/04/16 , Canada
Misleading, New Zealand health insurer said it “will not pay out on Life Insurance policies or medical if one has had the Covid vaccine”,2021/04/16 , New Zealand
FALSE, Steve Hotze Video Saying COVID-19 Vaccines Are “Experimental Gene Therapy”,2021/04/16 , Spain
FALSE, mRNA vaccines modify the genes of those who receive them,2021/04/16 , Colombia
FALSE, COVID-19 vaccine is a deadly experiment,2021/04/15 , Poland
FALSE, Bill Gates claims that you stop believing in God after vaccine,2021/04/15 , Poland
FALSE, COVID-19 vaccines are actually “genetically modified organisms” so that the person is modified and can be controlled,2021/04/15 , Spain
Missleading, The Polish Bishops’ Conference published a statement in which we read that aborted fetuses are used in the production of vaccines,2021/04/15 , Poland
Partly False," The Sinovac vaccine generated increases in COVID-19 cases in Chile, Hong Kong, Turkey and Pakistan.",2021/04/15 ," Colombia, Argentina"
FALSE," Tanja Erichsen, head of Denmark’s medicines agency fainted right after she received her COVID-19 vaccine and died shortly after from the vaccine.",2021/04/15 , Greece
FALSE, Messenger RNA vaccines are a “trojan horse” that will trigger autoimmune diseases “42 days to 1 year” after inoculation,2021/04/14 ," France, Argentina"
FALSE," Albert Bourla, CEO of Pfizer, did not want to give his own vaccine",2021/04/14 , Spain
FALSE, Pfizer plans to integrate invisible liquid Microsoft chips into the COVID-19 vaccines.,2021/04/14 , Georgia
Misleading," According to Dr. Charlie Ward, the SARS-CoV-2 virus is solely transmitted through injection and the vaccines against the virus contain the dangerous chemical substance potassium chlorate (KCl) used in lethal injection in the US.",2021/04/14 ," Greece, United States"
Misleading, The Covid-19 Sinovac vaccine is illegal because it does not have a WHO certificate,2021/04/14 , Indonesia
FALSE," Camilo Santana, governor of Ceará, forbade a mayor to use all the available dosis of Covid-19 vaccines in order to slow down vaccination and smear president Bolsonaro’s reputation",2021/04/14 , Brazil
Explanatory, Denmark pause AstraZeneca vaccine permanently.,2021/04/14 , Taiwan
FALSE," The video claims: Indian doctors blame Gates for the campaign that resulted in a polio epidemic caused by polio vaccines. Over 496 thousand children were paralyzed from 2000 to 2017. In 2017, the Indian government abolished Gates’ vaccination and expelled him from the board. The rate of polio has plummeted. In the video, the narrator claims that in 2014 the Bill Gates Foundation funded the testing of an experimental HPV vaccine on 23,000 girls from remote Indian provinces. 1,200 of them have serious side effects, autoimmune diseases and fertility problems. Seven have died.",2021/04/13 , North Macedonia
FALSE, New SARS-CoV-2 mutations have emerged from vaccines,2021/04/13 , Poland
FALSE," Tucker Carlson said: “Maybe (the COVID-19 vaccine) doesn’t work, and they’re simply not telling you that.”””",2021/04/13 , United States
FALSE," At the beginning of the interview, Jidon, who before the Covid event was considered a doctor who generally supports vaccines, said that he could not understand why the virus was not isolated and whether the authorities who were supposed to perform the mandatory procedure were too busy and focused on the test that does not provide diagnostics.",2021/04/13 , North Macedonia
MISSING CONTEXT," A viral Facebook post, shared over 80 times, featuring a photo of a completely bruised left upper arm. Although the description of the photo does not provide enough information about what it is about, the comments claim that the photo is by a certain Katya Petrova from Bulgaria, that this photo is a consequence of the vaccine against COVID-19 from the manufacturer AstraZeneka and that the information was allegedly published in Bulgarian news.",2021/04/12 , North Macedonia
FALSE, “DMX received COVID vaccine days before heart attack.”,2021/04/12 , United States
FALSE, Publications that indicate that “Moderna’s medical director admits that the experimental mRNA vaccine modifies DNA”,2021/04/12 , Argentina
FALSE, The Soberana 2 Cuban anticovid vaccine received the category of excellence from the World Health Organization.,2021/04/12 , Cuba
Misleading, “No vaccine for HIV after 40 years of research. No vaccine for the common cold. No vaccine for cancer after 100 years of research. Nothing. A virus mysteriously appears and within a year a vaccine is created and we are all expected to take it. No thanks.”,2021/04/12 , United States
FALSE, WHO has given “category of excellence” to the Cuban vaccine ‘Sovereign 2’,2021/04/12 , Spain
FALSE, Pfizer signed a deal with Microsoft to integrate a processor chip in a vaccine,2021/04/12 , Ukraine
MISSING CONTEXT," A viral video claims to show a report of deaths from the Covid-19 vaccine in January and February in the United States, taken from the website of the US Federal Vaccine Adverse Effect Report System (VAERS). The post where the video is shared says: Check yourself before being vaccinated. This is how to check. This video is in Macedonian. It is explained to you in Macedonian. Check for yourself how many deaths there are from covid 19 vaccines, and you have not been told about this. Check for yourself! Here is your official page where  everything is described step by step, it is stated in the description above the video.",2021/04/12 , North Macedonia
FALSE," Tal Zaks, the chief medical officer of US pharma firm Moderna, said messenger RNA vaccines can “alter” human DNA",2021/04/12 ," Hong Kong, Spain"
FAUX, AstraZeneca gave a new name to its vaccine so it could hide its side effects,2021/04/12 ," Canada, France"
FALSE, The WHO awarded the category of “excellence” to the Cuban vaccine,2021/04/11 , Mexico
FALSE, The mRNA vaccine against COVID-19 reduces the life expectancy of those inoculated.,2021/04/11 , Mexico
FALSE, A trial of the AstraZeneca vaccine on children was halted because several children who participated have died,2021/04/11 , Latvia
FALSE, Bill Gates said that “The COVID-19 vaccines will give us global overpopulation control.”,2021/04/09 , Turkey
FALSE," Due to Pfizer, Moderna, and AstraZeneca vaccines, 3,964 people have died in Europe and 162,610 people have been adversely affected.",2021/04/09 , Turkey
FALSE," Fake tests give a fake infection, and that is a fake pandemic. People will really get sick from vaccines and masks. Since the beginning of the so-called Plandemia, I have not put a mask on my face, I am in contact with hundreds of people every day, I shake hands and hug, why am I not getting sick, why am I not dieing??",2021/04/09 , North Macedonia
FALSE, Doctors and Nurses Administering COVID-19 Vaccine Could Go to Trial “for War Crimes Liability”,2021/04/09 , Spain
FALSE, Bill Gates refused to give vaccines to his children,2021/04/09 ," Indonesia, United States"
FALSE," Vaccines are weapons of mass destruction, they «turn off the immunity» of a person",2021/04/09 , Ukraine
FALSE, Tal Zacks said that mRna vaccines can altern human dna,2021/04/08 , Italy
FALSE," No, graphene oxide is not a component of coronavirus vaccines. (part I)",2021/04/08 , Argentina
MISLEADING," Johnson & Johnson decided to stop the production of the AstraZeneca vaccine, as 15 million doses of the vaccine went bad due to a technical error at the factory.",2021/04/08 , Georgia
FALSE," No, graphene oxide is not a component of coronavirus vaccines. (part II)",2021/04/08 , Argentina
FALSE, Two people collapsed after receiving the vaccine in “Boris Trajkovski”,2021/04/08 , North Macedonia
FALSE, Steven Hotz says that mRNA vaccines modify DNA,2021/04/08 , Colombia
FALSE," The COVID-19 vaccine changes the DNA. So, according to the US court ruling, one may patent people with altered DNA.",2021/04/08 , Ukraine
Misleading, Posts claim the AstraZeneca vaccine is being “questioned” by Australian authorities.,2021/04/08 , New Zealand
FALSE," The vaccine killed Krzysztof Krawczyk, popular singer",2021/04/08 , Poland
Misleading, People become more prone to Covid-19 infection after they receive their first of two vaccine doses.,2021/04/08 , Indonesia
FALSE," A range of false claims about masks, testing and vaccines shard by an Irish Instagram influencer.",2021/04/08 , Ireland
FALSE," In a video shared via Facebook, a woman posing as an Israeli complains that those vaccinated against covid-19 in this country have a privileged life compared to those who refuse to be vaccinated. The video claims that the level of awareness of those who refuse the vaccine has been raised and that they are stubborn people who will not sell their soul and body to the devil “, she further claims that “the pandemic is false (6 minutes and 18 seconds of the video ), that “the authorities lie about the death toll and write it deaths as if they happened from Covid-19” (6 minutes and 30 seconds of the video), and that hospitals in Israel reportedly received 22,000 shekels for each death.",2021/04/07 , North Macedonia
MISSING CONTEXT," The official European medical database has published the following fact: So far, 3,964 deaths and 162,610 injuries from vaccines have been registered in the EU. I do not know how many were vaccinated, but these numbers are very bad, the post claims.",2021/04/07 , North Macedonia
MISLEADING, Minister Stepanov claimed that there would be more deaths registered from the vaccines.,2021/04/07 , Ukraine
FALSE," “We’re about to be forced to have a digital ID, proving we’ve had an experimental vaccine, which doesn’t prevent infection or transmission of a virus that most of us have a 0.05% chance of dying from, so we can live [a] ‘normal life’.”",2021/04/07 , United States
FALSE, Anyone who gets the mRNA vaccines against COVID-19 will die as a result within several years.,2021/04/07 , United States
FALSE, Dr. Steve Hotze’s claims on mRNA vaccines against COVID-19,2021/04/07 ," Spain, United States"
FALSE," A UK health authority reports 403,469 vaccine-confirmed adverse effects",2021/04/07 , Colombia
FALSE, Aluminum in vaccines is life-threatening and causes Alzheimer’s disease.,2021/04/07 , Georgia
FALSE, Anyone who gets the mRNA vaccines against COVID-19 will die as a result within several years.,2021/04/07 , United States
MISLEADING, The president of Georgia has been isolating herself after being in contact with an infected person even though she has received the Covid-19 vaccine.,2021/04/07 , Georgia
FALSE," According to an official announcement from Pfizer, their mRNA vaccine for COVID-19 provides immunity for only 6-8 months. Therefore, everyone in Greece who has taken both doses of the vaccine already will have to get vaccinated again in the summer.",2021/04/06 , Greece
FALSE, The vaccine against COVID-19 was prepared before knowing what the virus would be like,2021/04/06 , Spain
